"id","sex","birthdate","status","mom","dad","number_littermates","litrank","birthYear","clan","rank","stan_rank","dengrad","weaned","disappeared","disappeared_event_status","dispersal","mating"
"polo","f",2009-03-01,"r","ali",NA,"1","1",2009,"talek",11,0.04,2009-11-05,2009-12-22,2010-04-02,"dls",NA,NA
"pomo","u",2010-12-22,"r","sam",NA,NA,NA,2010,"talek",13,0.14,NA,NA,2011-04-27,"dls",NA,NA
"pony","u",2014-09-23,"r","rast",NA,"1","2",2014,"serena.s",5,0.55,NA,NA,2014-11-04,"dls",NA,NA
"poto","f",2017-11-19,"r","blg",NA,"0",NA,2017,"serena.s",15,-0.4,2018-08-05,NA,2018-10-21,"dls",NA,NA
"pow","m",2015-12-06,"r","amaz",NA,"1","1",2015,"talek",5,0.81,2016-06-18,2016-11-09,2018-09-11,"dls",NA,NA
"pp","m",1990-06-03,"r","dps",NA,"0","1",1990,"talek",20,-0.9,1991-05-20,1991-07-07,1993-10-12,"dls",NA,NA
"ppch","m",2012-08-08,"r","cart",NA,NA,NA,2012,"talek",50,-0.96,NA,NA,2013-07-27,"dls",NA,NA
"pph","u",2005-06-23,"r","mrph",NA,"0",NA,2005,"talek",1,1,NA,NA,2005-08-11,"dead",NA,NA
"ppl","m",2018-10-03,"r","hwk",NA,"1","2",2018,"happy.zebra",17,-0.39,2019-10-03,NA,2019-10-04,"",NA,NA
"prde","f",2012-10-28,"r","arg",NA,"1",NA,2012,"talek",40,-0.56,NA,NA,2013-07-24,"dls",NA,NA
"prdg","m",2016-11-03,"r","whiz",NA,"1","1",2016,"serena.s",8,0.39,2017-07-28,NA,2018-03-28,"dls",NA,NA
"pris","u",2016-10-11,"r","tnks",NA,"1",NA,2016,"talek",37,-0.22,NA,NA,2017-01-13,"dls",NA,NA
"prma","u",2017-04-28,"r","jude",NA,"0",NA,2017,"serena.n",13,-0.14,NA,NA,2017-06-04,"dls",NA,NA
"prss","u",2017-01-01,"r","tula",NA,"1",NA,2017,"happy.zebra",6,0.54,NA,NA,2017-01-26,"dls",NA,NA
"prth","f",2009-03-09,"r","joni",NA,"0",NA,2009,"serena.n",5,0.52,2009-08-24,2009-12-21,2010-06-13,"dls",NA,NA
"psy","f",1996-10-13,"r","bail",NA,"1","1",1996,"talek",21,-0.37,1997-06-12,1997-08-07,1997-12-19,"dls",NA,NA
"pt","f",1991-04-01,"r","coch","1019","1",NA,1991,"talek",5,0.6,1992-01-07,1992-07-16,1996-06-11,"dls",NA,1994-01-11
"ptn","m",2004-09-01,"r","kier",NA,"0",NA,2004,"talek",9,-0.06,NA,NA,2005-06-11,"dead",NA,NA
"ptra","f",2016-11-03,"r","lcs",NA,"0",NA,2016,"serena.n",23,-1,2017-06-23,NA,2019-10-25,"",NA,NA
"puc","f",1997-06-01,"r","ger","fn","1","1",1997,"talek",14,0.07,1998-01-21,1998-08-11,2006-12-23,"dls",NA,2000-03-18
"pudd","f",2017-10-08,"r","clev",NA,"0",NA,2017,"serena.n",16,-0.42,2018-10-18,NA,2019-02-16,"",NA,NA
"puff","m",2014-10-28,"r","erem",NA,"1","1",2014,"happy.zebra",3,0.73,NA,NA,2015-05-28,"dls",NA,NA
"pugg","m",2014-12-01,"r","tru",NA,"1","1",2014,"serena.s",15,-0.55,NA,NA,2015-05-13,"dls",NA,NA
"puma","m",2009-11-10,"r","hex",NA,"1",NA,2009,"talek",18,-0.61,2010-07-29,2010-11-05,2013-05-06,"dls",2012-08-06,NA
"pumb","m",2015-04-01,"r","juno",NA,"1","2",2015,"talek",6,0.76,2015-10-11,2016-08-14,2017-11-20,"dls",NA,NA
"pv","u",2011-01-12,"r","pro",NA,"1","1",2011,"serena.s",15,-0.64,NA,NA,2011-02-14,"dls",NA,NA
"pyg","f",1994-05-01,"r","pt","tz","1","1",1994,"talek",8,0.39,NA,NA,1994-11-07,"dead",NA,NA
"pz","u",1993-11-25,"r","dj",NA,"2","3",1993,"talek",4,0.7,NA,NA,1993-12-24,"dead",NA,NA
"q","m",1988-10-29,"r","bsh",NA,"0","1",1988,"talek",1,1,1989-05-29,1989-05-30,1993-03-06,"dls",1993-03-06,NA
"qest","f",2017-08-10,"r","coel",NA,"1","1",2017,"happy.zebra",10,0.18,2018-09-12,NA,NA,"dls",NA,2023-07-26
"quak","m",2016-06-09,"r","ring",NA,"0",NA,2016,"happy.zebra",20,-0.9,2017-01-02,2016-12-10,2017-10-07,"dead",NA,NA
"que","m",2008-04-18,"r","mp",NA,"1","1",2008,"talek",11,-0.05,2008-11-17,2009-04-23,2011-03-05,"dls",NA,NA
"radn","m",2010-01-13,"r","yog",NA,"1","2",2010,"talek",22,-0.5,2010-10-09,2010-09-09,2012-11-04,"dls",NA,NA
"raf","f",1995-05-01,"r","bm",NA,"0",NA,1995,"talek",25,-0.65,NA,NA,1995-09-03,"dead",NA,NA
"rage","u",2013-12-01,"r","arg",NA,"1","1",2013,"talek",36,-0.48,NA,NA,2014-05-13,"dead",NA,NA
"rama","f",2013-01-08,"r","tnsl",NA,"0",NA,2013,"serena.n",15,-0.4,2013-09-29,2014-04-07,2021-07-07,"dead",NA,2015-08-29
"rang","f",2013-10-31,"r","java",NA,"1","2",2013,"serena.s",1,1,NA,2014-06-19,2021-10-25,"dls",NA,2015-06-05
"rasl","u",2014-09-04,"r","csby",NA,"1","1",2014,"happy.zebra",12,-0.46,NA,NA,2014-11-26,"dls",NA,NA
"rast","f",2011-12-05,"r","slin",NA,"1","1",2011,"serena.s",3,0.76,NA,2012-10-30,2017-01-27,"dls",NA,2014-06-05
"ratc","m",2011-04-10,"r","hndy",NA,"0",NA,2011,"serena.n",9,0.15,2012-06-22,2011-08-01,2015-03-18,"dls",NA,NA
"rav","m",2006-12-01,"r","guci",NA,"1",NA,2006,"talek",7,0.25,NA,2007-12-09,2009-10-18,"dls",NA,NA
"ravi","f",2011-04-18,"r","tnsl",NA,"1",NA,2011,"serena.n",14,-0.36,2012-05-30,2012-07-29,2013-04-25,"dls",NA,NA
"rbg","f",2018-12-03,"r","sgl",NA,"1","1",2018,"happy.zebra",23,-0.91,2019-10-14,NA,NA,"",NA,NA
"rbt","u",1998-11-01,"r","lg",NA,"0",NA,1998,"talek",26,-0.78,NA,NA,1998-11-07,"dls",NA,NA
"rckt","m",2014-01-07,"r","shrm","lpr","1","2",2014,"serena.n",4,0.64,2014-05-28,2014-10-04,2023-03-26,"dls",NA,NA
"rdq","m",1997-08-04,"r","bb",NA,"1","2",1997,"talek",9,0.42,NA,1997-12-08,1998-04-25,"dls",NA,NA
"reag","f",2008-11-13,"r","nav",NA,"1","1",2008,"talek",16,-0.57,NA,NA,2009-02-06,"dls",NA,NA
"reb","f",2011-06-16,"r","ali","bca",NA,NA,2011,"talek",23,-0.15,2012-07-03,2012-11-22,2014-02-17,"dls",NA,NA
"remi","f",2014-03-17,"r","angi","lpr","0",NA,2014,"serena.n",7,0.29,NA,2015-05-29,NA,"dls",NA,2017-07-04
"rena","f",2014-02-19,"r","bart",NA,"0",NA,2014,"serena.s",7,0.33,NA,NA,2014-10-13,"dls",NA,NA
"rg","m",1989-09-01,"r","kb",NA,"1",NA,1989,"talek",2,0.91,1990-04-19,1990-09-03,1991-03-13,"dead",NA,NA
"rgnk","f",2017-05-02,"r","saw",NA,"1","1",2017,"happy.zebra",13,-0.09,2018-05-02,NA,2019-03-18,"dls",NA,NA
"riat","u",2014-10-14,"r","blg",NA,"1","2",2014,"serena.s",14,-0.44,NA,NA,2014-11-10,"dls",NA,NA
"ride","u",2010-10-14,"r","ali",NA,"1",NA,2010,"talek",15,0,NA,NA,2010-12-19,"dls",NA,NA
"riga","u",2011-11-08,"r","guci",NA,"1","1",2011,"talek",20,0,NA,NA,2012-01-21,"dls",NA,NA
"rinc","m",1995-08-01,"r","jab","fn","1","2",1995,"talek",5,0.72,1996-04-16,1996-07-15,1997-05-09,"dls",NA,NA
"ring","f",2009-11-30,"r","ao",NA,"1","1",2009,"happy.zebra",5,0.27,2010-11-16,2010-10-16,2020-03-02,"dead",NA,2012-01-23
"rion","m",2014-04-29,"r","hel",NA,"1","1",2014,"talek",3,0.91,2014-11-24,2015-03-02,NA,"dls",NA,NA
"ripr","m",2010-10-21,"r","slin",NA,"1","2",2010,"serena.s",3,0.76,2011-07-02,2011-07-11,2014-07-07,"dls",NA,NA
"rizz","u",2015-08-25,"r","aqua",NA,"1",NA,2015,"talek",13,0.44,NA,NA,2015-11-06,"dls",NA,NA
"rm","f",1993-07-07,"r","ua",NA,"1","1",1993,"talek",9,0.2,1994-03-23,1994-07-27,1996-09-12,"dls",NA,NA
"rmki","f",2015-11-22,"r","byte",NA,"0","1",2015,"talek",3,0.9,2016-06-29,2016-08-30,2017-08-31,"dls",NA,NA
"rmmy","f",2015-05-04,"r","csby",NA,"0",NA,2015,"happy.zebra",15,-0.55,NA,2016-08-08,NA,"dls",NA,NA
"rmon","f",2012-09-30,"r","arro","trot","1","1",2012,"serena.n",11,0,2013-06-18,2013-11-11,NA,"dls",NA,2016-06-22
"rnch","f",2010-11-16,"r","clov",NA,"2","2",2010,"serena.s",1,1,2011-09-18,2011-07-25,2012-06-25,"dls",NA,NA
"rngu","m",2013-12-08,"r","bora",NA,"1","2",2013,"talek",23,0.06,2014-07-07,2014-07-06,2017-01-06,"dls",NA,NA
"robn","m",2013-04-14,"r","aqua",NA,"1","2",2013,"talek",13,0.48,2013-12-26,2013-11-25,2015-09-11,"dls",NA,NA
"roo","u",1996-10-07,"r","lg",NA,"1","2",1996,"talek",28,-0.86,NA,NA,1996-11-24,"dead",NA,NA
"roos","f",2007-03-02,"r","nav","hrlm",NA,NA,2007,"talek",12,-0.46,NA,2008-07-24,2021-11-17,"dls",NA,2010-07-26
"rose","u",1996-06-25,"r","bsh",NA,"1","2",1996,"talek",1,1,NA,NA,1996-07-22,"dead",NA,NA
"rotn","m",2010-11-01,"r","arro",NA,"1","1",2010,"serena.n",9,0.05,NA,2011-09-26,2011-11-18,"dls",NA,NA
"roug","f",2015-12-02,"r","taj",NA,"1","1",2015,"serena.s",10,-0.12,2016-10-04,2017-02-03,2022-09-17,"dls",NA,2018-10-20
"roxi","u",2011-12-27,"r","saw",NA,"1","2",2011,"happy.zebra",4,0.45,NA,NA,2012-04-27,"dls",NA,NA
"rpkn","m",2013-04-14,"r","aqua","hrlm","1","1",2013,"talek",13,0.48,2013-12-26,2013-11-25,NA,"dls",NA,NA
"rpl","f",1998-11-10,"r","wr",NA,"1","1",1998,"talek",11,0.28,NA,NA,1999-03-17,"dls",NA,NA
"rpsd","f",2018-11-25,"r","muon",NA,"0",NA,2018,"happy.zebra",18,-0.47,2019-09-23,NA,2020-02-10,"dls",NA,NA
"rss","u",2005-12-06,"r","mali",NA,"1","1",2005,"talek",9,0.11,NA,NA,2005-12-30,"dead",NA,NA
"rtfr","u",2012-03-05,"r","amaz",NA,NA,NA,2012,"talek",4,0.88,NA,NA,2012-07-02,"dls",NA,NA
"rub","m",1997-11-12,"r","gol","chic","1","1",1997,"talek",23,-0.57,1998-09-28,1999-01-22,2003-09-13,"dls",NA,NA
"rugr","u",2015-06-28,"r","angi",NA,"1","2",2015,"serena.n",11,0,NA,NA,2015-08-22,"dls",NA,NA
"ruha","u",2013-01-17,"r","sbl",NA,"1",NA,2013,"talek",20,0.19,NA,NA,2013-04-25,"dls",NA,NA
"rum","f",1988-12-10,"r","79",NA,"1","1",1988,"talek",8,0.33,1989-09-15,1989-10-30,1990-06-04,"dead",NA,NA
"rumg","f",2013-11-14,"r","boom",NA,"1","1",2013,"happy.zebra",2,0.83,2014-11-20,2014-05-17,2023-08-11,"dead",NA,2017-01-06
"runt","u",1991-12-15,"r","gw",NA,"0","1",1991,"talek",10,0.1,NA,NA,1992-01-28,"dead",NA,NA
"rv","f",1990-05-15,"r","gw","1019","1","1",1990,"talek",11,0,1990-12-31,1991-07-31,1997-04-27,"dls",NA,NA
"rxp","f",2012-11-25,"r","loki",NA,"1",NA,2012,"talek",6,0.8,2013-08-06,2013-11-02,2013-12-26,"dls",NA,NA
"saki","m",2013-11-27,"r","ted",NA,"1",NA,2013,"talek",14,0.44,NA,2014-07-04,2015-07-01,"dls",NA,NA
"sam","f",2006-08-07,"r","art",NA,"1","1",2006,"talek",6,0.37,2007-06-07,2007-08-24,2012-04-30,"dls",NA,2009-03-31
"sami","f",2017-02-07,"r","pala",NA,"0",NA,2017,"serena.s",14,-0.3,2017-09-21,NA,NA,"dls",NA,2020-06-03
"sana","m",2010-01-02,"r","digs",NA,"0",NA,2010,"serena.n",1,1,2011-01-02,2010-10-07,2012-10-15,"dls",NA,NA
"sano","m",2016-11-22,"r","aqua",NA,"0",NA,2016,"talek",18,0.42,2017-09-23,NA,2022-02-07,"dls",NA,NA
"sarn","m",2013-03-04,"r","avce","brno","1",NA,2013,"talek",37,-0.53,NA,NA,2013-06-06,"dead",NA,NA
"sass","m",2018-12-03,"r","snug",NA,"1","2",2018,"serena.s",11,-0.11,2019-11-09,NA,2020-01-02,"dls",NA,NA
"savy","f",2014-10-30,"r","boom",NA,"1","1",2014,"happy.zebra",4,0.6,2015-10-15,2015-05-25,2023-02-25,"dls",NA,2018-09-02
"sb","m",1990-05-15,"r","gw",NA,"1",NA,1990,"talek",11,0,1990-12-31,1991-07-31,1993-04-05,"dls",NA,NA
"sbl","f",2004-07-21,"r","adon",NA,"1","1",2004,"talek",2,0.86,2005-04-11,2005-09-07,2013-04-08,"dls",NA,2007-07-06
"scar","m",1989-03-20,"r","27",NA,"1","2",1989,"talek",18,-0.47,1989-10-21,1990-04-22,1993-10-22,"dead",NA,NA
"scby","f",1994-01-27,"r","sd","rcn","0",NA,1994,"talek",14,-0.13,NA,NA,1994-11-05,"dead",NA,NA
"sch","m",1998-11-20,"r","ua","mig","1","2",1998,"talek",19,-0.28,1999-07-18,2000-02-01,2000-04-04,"dead",NA,NA
"scmp","m",2011-10-30,"r","cen",NA,"1","2",2011,"talek",8,0.63,2012-09-14,2012-12-11,2013-01-26,"dls",NA,NA
"sco","m",1997-12-15,"r","hob","mike","1",NA,1997,"talek",24,-0.64,1998-10-14,1998-10-18,2002-07-24,"dls",NA,NA
"scrm","f",2015-02-11,"r","tgpi",NA,"0",NA,2015,"talek",18,0.2,NA,NA,2015-11-15,"dls",NA,NA
"scy","f",1990-12-15,"r","bf","65","1","1",1990,"talek",16,-0.5,1991-09-05,1992-04-15,1995-03-05,"dls",NA,1994-07-28
"sd","f",1990-11-20,"r","23s",NA,"1","1",1990,"talek",17,-0.6,1991-08-13,1991-12-15,1996-04-15,"dls",NA,1993-10-09
"seeg","u",2006-04-06,"r","bail",NA,"1","2",2006,"talek",16,-0.87,NA,NA,2006-06-24,"dead",NA,NA
"sein","f",1995-03-22,"r","bsh","rcn","1","2",1995,"talek",1,1,1995-12-03,1996-04-01,2002-03-09,"dead",NA,1997-08-20
"sfig","u",2013-09-18,"r","obam",NA,"0",NA,2013,"talek",39,-0.61,NA,NA,2014-05-14,"dead",NA,NA
"sge","m",1994-11-30,"r","ot",NA,"0",NA,1994,"talek",10,0.21,NA,NA,1995-02-25,"dead",NA,NA
"sgl","f",2010-11-15,"r","saw",NA,"1","1",2010,"happy.zebra",4,0.45,2011-11-15,2011-07-12,2020-02-17,"",NA,2013-12-31
"sgtp","u",2010-12-04,"r","ele",NA,"1","1",2010,"serena.n",10,-0.05,2011-12-04,2011-10-14,2012-02-09,"dls",NA,NA
"sguy","m",2016-02-16,"r","cart",NA,"1","2",2016,"talek",56,-0.86,2016-10-23,2016-09-20,2017-05-25,"dls",NA,NA
"sha","m",1995-11-07,"r","gil","fn","1","2",1995,"talek",3,0.86,1996-06-28,1996-09-13,1996-10-06,"dead",NA,NA
"shap","u",2013-08-01,"r","xnon",NA,NA,NA,2013,"talek",35,-0.44,NA,2014-04-12,2014-05-18,"dead",NA,NA
"shel","u",1993-03-09,"r","es",NA,"0",NA,1993,"talek",19,-0.8,NA,NA,1993-05-05,"dead",NA,NA
"shfx","m",2010-12-18,"r","blue",NA,"1","1",2010,"talek",8,0.5,2011-08-04,2012-04-30,2013-04-25,"dls",NA,NA
"shmp","m",2014-11-30,"r","amaz",NA,"0",NA,2014,"talek",4,0.86,NA,2015-08-24,2018-05-08,"dls",NA,NA
"shrk","m",2009-12-01,"r","rbc",NA,NA,NA,2009,"serena.n",3,0.76,2010-12-01,NA,2013-06-22,"",NA,NA
"shtr","m",2013-10-24,"r","trex",NA,"1","1",2013,"serena.n",20,-0.9,NA,2015-03-11,2020-08-29,"dls",NA,NA
"sie","f",1997-11-15,"r","gil","fa","0","1",1997,"talek",4,0.78,1998-07-15,1998-09-07,1999-02-02,"dls",NA,NA
"silu","u",2013-12-13,"r","coel",NA,"1",NA,2013,"happy.zebra",3,0.66,NA,NA,2014-01-17,"dls",NA,NA
"simo","f",2016-10-28,"r","baez",NA,"0",NA,2016,"talek",54,-0.79,2018-12-08,NA,NA,"dls",NA,2020-11-02
"sir","m",1994-07-10,"r","sx","fn","1","1",1994,"talek",9,0.3,NA,1994-10-22,1996-02-16,"",NA,NA
"skch","m",2010-12-10,"r","hex",NA,"0",NA,2010,"talek",25,-0.71,NA,NA,2011-07-03,"dls",NA,NA
"skep","f",2016-07-20,"r","hwk",NA,"1","1",2016,"happy.zebra",14,-0.3,NA,2017-04-28,NA,"dls",NA,2021-11-08
"sks","m",1995-10-16,"r","ot","rcn","1","2",1995,"talek",16,-0.03,1996-05-30,1997-07-15,1998-04-21,"dls",NA,NA
"slbr","m",2018-01-31,"r","sau",NA,"1","1",2018,"serena.n",5,0.61,2018-11-11,NA,2020-08-29,"dls",NA,NA
"slim","m",2013-01-14,"r","ink",NA,"1","1",2013,"serena.n",14,-0.3,NA,2013-11-29,NA,"dls",2015-12-17,NA
"sls","f",1997-11-18,"r","par",NA,"0",NA,1997,"talek",25,-0.71,1998-10-21,1998-07-14,1998-12-13,"dls",NA,NA
"slth","m",2011-09-06,"r","arg",NA,"1","1",2011,"talek",31,-0.57,NA,2012-06-10,2012-08-21,"dls",NA,NA
"slwp","m",2014-06-30,"r","mgta",NA,NA,NA,2014,"talek",11,0.55,2015-03-18,2015-05-10,2016-12-31,"dls",NA,NA
"slx","u",2000-07-19,"r","ali",NA,NA,NA,2000,"talek",4,0.6,NA,NA,2000-07-25,"dls",NA,NA
"smag","m",2014-10-28,"r","erem",NA,"1","2",2014,"happy.zebra",3,0.73,NA,NA,2015-05-28,"dls",NA,NA
"smck","u",2016-12-27,"r","wafl",NA,"1","2",2016,"serena.n",1,1,NA,NA,2017-01-26,"dls",NA,NA
"sna","u",2006-04-17,"r","mos",NA,"1","1",2006,"talek",4,0.62,2006-12-11,2006-11-30,2007-03-03,"dead",NA,NA
"snhc","u",2015-12-22,"r","neon",NA,"1",NA,2015,"talek",23,-0.02,NA,NA,2016-03-13,"dls",NA,NA
"snic","m",2017-05-16,"r","jlp",NA,"0",NA,2017,"serena.s",20,-0.9,2018-05-16,NA,2018-03-13,"dls",NA,NA
"snip","f",2010-12-18,"r","shrm",NA,NA,NA,2010,"serena.n",4,0.64,2011-12-18,2011-10-23,2012-05-19,"dls",NA,NA
"snji","u",2013-10-20,"r","tru",NA,"1",NA,2013,"serena.s",14,-0.52,NA,NA,2013-12-28,"dls",NA,NA
"sntr","m",2006-04-06,"r","bail",NA,"1","1",2006,"talek",16,-0.87,2006-11-04,2006-12-08,2010-06-25,"dls",NA,NA
"snug","f",2014-06-15,"r","taj",NA,"1","1",2014,"serena.s",11,-0.11,2014-11-14,2015-05-10,NA,"dls",NA,2017-02-08
"soc1","u",2000-03-28,"r","mali",NA,"1",NA,2000,"talek",5,0.46,NA,NA,2000-04-07,"dls",NA,NA
"soc2","u",2000-03-28,"r","mali",NA,"1",NA,2000,"talek",5,0.46,NA,NA,2000-04-07,"dls",NA,NA
"soco","m",2010-11-26,"r","bor",NA,"1","1",2010,"serena.s",11,-0.17,2011-07-11,2011-08-02,2011-11-11,"dls",NA,NA
"soli","u",2016-12-20,"r","csby",NA,"1",NA,2016,"happy.zebra",17,-0.6,NA,NA,2017-01-26,"dls",NA,NA
"song","u",2014-08-24,"r","jlp",NA,"0",NA,2014,"serena.s",18,-0.88,NA,NA,2014-11-30,"dls",NA,NA
"sopa","m",2013-07-21,"r","wran",NA,NA,NA,2013,"talek",33,-0.36,2014-05-20,2014-06-07,2016-04-06,"dls",NA,NA
"sord","m",2016-02-14,"r","styr",NA,"1","1",2016,"talek",13,0.59,2016-10-07,2016-12-06,2020-07-27,"dls",NA,NA
"soup","f",2014-06-21,"r","logc",NA,"0",NA,2014,"serena.n",2,0.88,2015-07-15,2015-08-06,NA,"dls",NA,2017-06-01
"spad","u",2014-09-04,"r","csby",NA,"1","2",2014,"happy.zebra",12,-0.46,NA,NA,2014-10-27,"dls",NA,NA
"spar","f",2015-08-02,"r","saw",NA,"1","2",2015,"happy.zebra",9,0.11,NA,NA,2016-03-29,"dls",NA,NA
"spcd","m",2012-06-04,"r","sau",NA,"1",NA,2012,"serena.n",9,0.2,NA,2013-08-04,2014-08-21,"dls",NA,NA
"spee","u",2013-01-13,"r","mono",NA,NA,NA,2013,"talek",18,0.27,NA,NA,2013-01-20,"dls",NA,NA
"sphx","u",2006-10-25,"r","pan",NA,"1","1",2006,"talek",2,0.87,2007-08-15,2007-09-21,2007-11-16,"dls",NA,NA
"spng","m",2012-11-03,"r","amaz",NA,"1",NA,2012,"talek",4,0.88,2013-08-08,2013-09-22,2015-01-14,"dls",2015-01-01,NA
"spo","f",1988-11-07,"r","bf",NA,"1","1",1988,"talek",17,-0.52,NA,NA,1989-02-20,"dead",NA,NA
"sprl","f",2016-02-14,"r","styr",NA,"1","2",2016,"talek",13,0.59,2016-10-04,2016-12-06,2016-12-24,"dls",NA,NA
"sprt","m",2013-11-07,"r","hwk",NA,"1","1",2013,"happy.zebra",7,0,2014-07-17,2014-08-21,2015-03-14,"dead",NA,NA
"spud","f",2012-11-06,"r","hndy",NA,"0",NA,2012,"serena.n",13,-0.2,NA,2013-09-16,2013-11-28,"dls",NA,NA
"sqa","f",1999-05-13,"r","bern",NA,"1","2",1999,"talek",31,-1,2000-01-30,2000-07-08,2001-01-16,"dls",NA,NA
"sqr","u",2010-11-09,"r","bart",NA,"1","2",2010,"serena.s",4,0.64,2011-10-17,2011-11-26,2012-02-11,"dls",NA,NA
"sqrk","m",2015-02-27,"r","ojy",NA,"1","2",2015,"happy.zebra",13,-0.33,NA,2015-11-11,2016-03-15,"dls",NA,NA
"sqrt","m",2015-01-09,"r","ema",NA,"0",NA,2015,"serena.n",18,-0.7,2015-07-21,2015-10-07,2017-04-02,"dls",NA,NA
"srg","f",2015-03-29,"r","baez","gaza","1","2",2015,"talek",41,-0.86,2016-02-29,2016-06-07,2020-02-24,"dls",NA,2019-09-15
"srio","m",2016-12-05,"r","bnt",NA,"1","2",2016,"talek",26,0.15,2017-09-23,NA,2019-05-28,"dls",NA,NA
"srir","m",2009-12-12,"r","clov",NA,"1",NA,2009,"serena.s",1,1,2010-10-22,2010-07-16,2013-10-19,"dls",NA,NA
"srlt","u",2009-11-29,"r","mos",NA,"1","2",2009,"talek",4,0.71,NA,NA,2010-05-22,"dls",NA,NA
"srn","m",2008-03-01,"r","pan",NA,"1","2",2008,"talek",3,0.78,2008-12-06,2009-01-23,2011-10-22,"dls",NA,NA
"stag","f",2014-01-19,"r","jlp",NA,NA,NA,2014,"serena.s",18,-0.88,NA,NA,2014-04-25,"dls",NA,NA
"star","m",2012-07-22,"r","taj",NA,"1","1",2012,"serena.s",8,0.12,2013-02-15,2013-08-15,NA,"dls",NA,NA
"ste","m",1989-05-15,"r","xs",NA,"1","2",1989,"talek",23,-0.91,NA,NA,1989-08-06,"dead",NA,NA
"stee","m",2009-08-14,"r","koi",NA,"0",NA,2009,"happy.zebra",1,1,2009-12-22,NA,2010-03-25,"dls",NA,NA
"stng","f",2017-09-13,"r","lanc",NA,"0",NA,2017,"happy.zebra",2,0.9,2018-09-14,NA,2020-02-25,"dls",NA,NA
"ston","m",2010-10-20,"r","ema",NA,NA,NA,2010,"serena.n",14,-0.52,2011-08-02,2011-08-29,2013-08-23,"dls",NA,NA
"strm","m",2012-09-30,"r","arro",NA,"1",NA,2012,"serena.n",11,0,2013-06-18,2013-11-11,NA,"dls",2016-01-29,NA
"styr","f",2011-10-16,"r","pan",NA,"1","2",2011,"talek",7,0.68,2012-06-29,2012-10-27,2020-11-23,"dls",NA,2014-03-31
"sud","f",2000-12-24,"r","cr",NA,"1","1",2000,"talek",13,-0.6,2001-07-24,2001-12-28,2002-10-02,"dls",NA,NA
"suk","f",2009-08-04,"r","mp",NA,"0",NA,2009,"talek",12,-0.04,2010-05-22,2010-07-30,2012-07-07,"dls",NA,NA
"sula","m",2012-07-28,"r","java",NA,"0",NA,2012,"serena.s",1,1,2013-05-17,2013-07-07,2014-07-12,"dls",NA,NA
"suma","u",2010-10-10,"r","java",NA,"1","1",2010,"serena.s",2,0.88,2011-07-02,2011-11-07,2012-02-28,"dls",NA,NA
"sun","m",1992-06-05,"r","23s",NA,"1","2",1992,"talek",13,-0.33,1993-02-01,1993-05-16,1997-04-20,"dls",NA,NA
"swag","m",2012-08-01,"r","boom",NA,"1","1",2012,"happy.zebra",2,0.83,2013-08-05,2013-08-26,2015-06-30,"dls",NA,NA
"swil","f",2010-03-30,"r","baez",NA,"1","1",2010,"talek",29,-1,2011-01-01,2011-06-25,2013-02-07,"dls",NA,NA
"swim","m",2018-10-26,"r","rmon",NA,"1","2",2018,"serena.n",10,0.14,2019-10-26,NA,2020-01-20,"dls",NA,NA
"swoo","u",2011-09-12,"r","peep",NA,"1",NA,2011,"serena.n",13,-0.26,NA,NA,2012-04-14,"dls",NA,NA
"swt","m",2017-02-25,"r","dang",NA,"1","2",2017,"serena.s",2,0.9,NA,NA,2018-01-10,"dls",NA,NA
"sx","f",1989-10-14,"r","coch",NA,"1","1",1989,"talek",5,0.65,1990-04-25,1991-01-15,2000-07-07,"dls",NA,1993-05-28
"syfy","m",2016-10-10,"r","rmon",NA,"1","2",2016,"serena.n",9,0.27,2017-06-30,2017-09-17,NA,"",NA,NA
"sylv","m",2016-12-12,"r","flit",NA,"1",NA,2016,"talek",8,0.76,2017-09-23,2017-10-05,2021-10-19,"dls",NA,NA
"tab","m",2007-01-01,"r","adon",NA,"1",NA,2007,"talek",4,0.6,NA,2008-05-20,2010-11-04,"dls",NA,NA
"tag","u",2004-06-23,"r","whh",NA,"1","2",2004,"talek",15,-0.86,NA,NA,2004-11-21,"dls",NA,NA
"tami","m",2015-03-29,"r","baez",NA,"1","1",2015,"talek",41,-0.86,2016-02-29,2016-06-07,NA,"dls",NA,NA
"tara","f",2018-10-17,"r","ana",NA,"1","1",2018,"serena.n",4,0.71,2019-09-15,NA,2020-03-12,"dls",NA,NA
"tast","f",2013-09-10,"r","gel",NA,NA,NA,2013,"talek",25,-0.02,2014-06-29,2014-08-05,NA,"dls",NA,2017-01-20
"tato","f",2012-11-25,"r","loki","hrlm","1",NA,2012,"talek",6,0.8,2013-08-06,2013-11-02,NA,"dls",NA,2016-10-05
"tau","m",2011-10-13,"r","ojy",NA,"1","2",2011,"happy.zebra",8,-0.27,NA,NA,2012-04-27,"dls",NA,NA
"tbbt","u",2012-01-02,"r","spb",NA,"1","2",2012,"happy.zebra",10,-0.5,NA,NA,2012-04-13,"dls",NA,NA
"tbmn","m",2015-11-13,"r","sgl",NA,"0",NA,2015,"happy.zebra",17,-0.77,2016-10-06,2016-08-16,2019-12-16,"dls",NA,NA
"tdee","f",1996-03-20,"r","bb",NA,"1","2",1996,"talek",7,0.58,NA,NA,1996-07-16,"dead",NA,NA
